Code_Filiere,Universite,Etablissement,Filiere,Section_Bac,Section_Bac_Nom,Score_2022,Score_2023,Score_2024,Score_2025
10201,Université de Tunis,ISM - Institut Supérieur de Musique de Tunis,Licence en Musique et Musicologie,S,Sciences Expérimentales,112.365,112.0827,110.59,106.765
10201,Université de Tunis,ISM - Institut Supérieur de Musique de Tunis,Licence en Musique et Musicologie,T,Sciences Techniques,81.3432,93.7586,105.914,80.2072
10201,Université de Tunis,ISM - Institut Supérieur de Musique de Tunis,Licence en Musique et Musicologie,I,Sciences Informatiques,107.7839,107.5973,99.6152,99.4318
10201,Université de Tunis,ISM - Institut Supérieur de Musique de Tunis,Licence en Musique et Musicologie,E,Économie et Gestion,80.3716,80.4982,74.934,74.4368
10201,Université de Tunis,ISM - Institut Supérieur de Musique de Tunis,Licence en Musique et Musicologie,SP,Sport,119.8989,165.6895,84.5751,102.405
10202,Université de Tunis,ISBAT - Institut Supérieur des Beaux-Arts de Tunis,Licence en Arts Plastiques,L,Lettres,96.3358,91.4389,92.302,89.5235
10202,Université de Tunis,ISBAT - Institut Supérieur des Beaux-Arts de Tunis,Licence en Arts Plastiques,M,Mathématiques,102.6008,96.57,109.1318,114.4098
10202,Université de Tunis,ISBAT - Institut Supérieur des Beaux-Arts de Tunis,Licence en Arts Plastiques,S,Sciences Expérimentales,121.3059,116.3668,112.05,105.791
10202,Université de Tunis,ISBAT - Institut Supérieur des Beaux-Arts de Tunis,Licence en Arts Plastiques,T,Sciences Techniques,90.8633,86.0769,73.2119,87.683
10202,Université de Tunis,ISBAT - Institut Supérieur des Beaux-Arts de Tunis,Licence en Arts Plastiques,I,Sciences Informatiques,98.3063,89.8033,91.1105,71.9832
10202,Université de Tunis,ISBAT - Institut Supérieur des Beaux-Arts de Tunis,Licence en Arts Plastiques,E,Économie et Gestion,98.4188,76.9367,74.1153,85.6269
10202,Université de Tunis,ISBAT - Institut Supérieur des Beaux-Arts de Tunis,Licence en Arts Plastiques,SP,Sport,,,,113.5217
10203,Université de Carthage,ENAU - École Nationale d'Architecture et d'Urbanisme,Architecture,L,Lettres,162.065,161.135,155.16,158.29
10203,Université de Carthage,ENAU - École Nationale d'Architecture et d'Urbanisme,Architecture,M,Mathématiques,146.65,152.75,148.64,124.32
10203,Université de Carthage,ENAU - École Nationale d'Architecture et d'Urbanisme,Architecture,S,Sciences Expérimentales,163.245,156.045,147.33,142.86
10203,Université de Carthage,ENAU - École Nationale d'Architecture et d'Urbanisme,Architecture,T,Sciences Techniques,155.125,151.475,144.905,134.355
10203,Université de Carthage,ENAU - École Nationale d'Architecture et d'Urbanisme,Architecture,I,Sciences Informatiques,132.96,140.18,140.21,134.73
10203,Université de Carthage,ENAU - École Nationale d'Architecture et d'Urbanisme,Architecture,E,Économie et Gestion,164.165,173.28,172.855,175.1
10203,Université de Carthage,ENAU - École Nationale d'Architecture et d'Urbanisme,Architecture,SP,Sport,170.15,176.79,181.31,174.915
10207,Université de Tunis,ISBAT - Institut Supérieur des Beaux-Arts de Tunis,Licence en Design d'Espace,L,Lettres,127.1214,126.6345,133.5467,115.72
10207,Université de Tunis,ISBAT - Institut Supérieur des Beaux-Arts de Tunis,Licence en Design d'Espace,M,Mathématiques,136.2699,141.7536,145.3595,94.66
10207,Université de Tunis,ISBAT - Institut Supérieur des Beaux-Arts de Tunis,Licence en Design d'Espace,S,Sciences Expérimentales,151.5602,147.615,137.5646,136.245
10207,Université de Tunis,ISBAT - Institut Supérieur des Beaux-Arts de Tunis,Licence en Design d'Espace,T,Sciences Techniques,116.2555,120.5783,117.5342,104.603
10207,Université de Tunis,ISBAT - Institut Supérieur des Beaux-Arts de Tunis,Licence en Design d'Espace,I,Sciences Informatiques,112.785,109.3291,109.0849,109.0223
10207,Université de Tunis,ISBAT - Institut Supérieur des Beaux-Arts de Tunis,Licence en Design d'Espace,E,Économie et Gestion,120.0166,109.117,115.72,107.2782
10207,Université de Tunis,ISBAT - Institut Supérieur des Beaux-Arts de Tunis,Licence en Design d'Espace,SP,Sport,155.7492,174.9236,183.5478,175.1911
10208,Université de Tunis,ISBAT - Institut Supérieur des Beaux-Arts de Tunis,Licence en Design Produit,L,Lettres,112.7138,137.4736,111.2152,113.9283
10208,Université de Tunis,ISBAT - Institut Supérieur des Beaux-Arts de Tunis,Licence en Design Produit,M,Mathématiques,122.7451,120.5088,118.7433,
10208,Université de Tunis,ISBAT - Institut Supérieur des Beaux-Arts de Tunis,Licence en Design Produit,S,Sciences Expérimentales,136.211,134.071,106.2455,116.1325
10208,Université de Tunis,ISBAT - Institut Supérieur des Beaux-Arts de Tunis,Licence en Design Produit,T,Sciences Techniques,101.6303,99.7936,96.62,81.4734
10208,Université de Tunis,ISBAT - Institut Supérieur des Beaux-Arts de Tunis,Licence en Design Produit,I,Sciences Informatiques,105.0071,103.145,101.0829,103.0571
10208,Université de Tunis,ISBAT - Institut Supérieur des Beaux-Arts de Tunis,Licence en Design Produit,E,Économie et Gestion,104.6052,97.2489,98.2902,92.3838
10208,Université de Tunis,ISBAT - Institut Supérieur des Beaux-Arts de Tunis,Licence en Design Produit,SP,Sport,115.3246,111.7187,115.2979,172.7676
10209,Université de Tunis,ISBAT - Institut Supérieur des Beaux-Arts de Tunis,Licence en Design Image,L,Lettres,114.3723,111.5903,113.955,115.2016
10209,Université de Tunis,ISBAT - Institut Supérieur des Beaux-Arts de Tunis,Licence en Design Image,M,Mathématiques,117.9388,113.6926,122.7932,
10209,Université de Tunis,ISBAT - Institut Supérieur des Beaux-Arts de Tunis,Licence en Design Image,S,Sciences Expérimentales,133.4825,117.3362,120.359,118.5615
10209,Université de Tunis,ISBAT - Institut Supérieur des Beaux-Arts de Tunis,Licence en Design Image,T,Sciences Techniques,85.7181,81.5934,95.4887,73.195
10209,Université de Tunis,ISBAT - Institut Supérieur des Beaux-Arts de Tunis,Licence en Design Image,I,Sciences Informatiques,108.8682,111.7027,106.1349,88.2945
10209,Université de Tunis,ISBAT - Institut Supérieur des Beaux-Arts de Tunis,Licence en Design Image,E,Économie et Gestion,106.1683,92.8331,99.7525,88.7298
10209,Université de Tunis,ISBAT - Institut Supérieur des Beaux-Arts de Tunis,Licence en Design Image,SP,Sport,101.044,158.8148,99.248,142.5936
10244,Université de Carthage,"Institut Supérieur des Technologies de l'Environnement, de l'Urbanisme et du Bâtiment",Licence en Urbanisme et Aménagement,L,Lettres,126.115,135.61,130.095,121.77
10244,Université de Carthage,"Institut Supérieur des Technologies de l'Environnement, de l'Urbanisme et du Bâtiment",Licence en Urbanisme et Aménagement,M,Mathématiques,116.855,117.195,93.8051,97.3385
10244,Université de Carthage,"Institut Supérieur des Technologies de l'Environnement, de l'Urbanisme et du Bâtiment",Licence en Urbanisme et Aménagement,S,Sciences Expérimentales,116.96,113.075,111.415,110.15
10244,Université de Carthage,"Institut Supérieur des Technologies de l'Environnement, de l'Urbanisme et du Bâtiment",Licence en Urbanisme et Aménagement,T,Sciences Techniques,91.475,94.1049,99.875,85.8569
10244,Université de Carthage,"Institut Supérieur des Technologies de l'Environnement, de l'Urbanisme et du Bâtiment",Licence en Urbanisme et Aménagement,E,Économie et Gestion,97.33,94.595,99.07,94.9569
10260,Université Ezzitouna,Institut Supérieur de Théologie de Tunis,Licence en Arts du Patrimoine Islamique,L,Lettres,97.1684,90.7248,92.5668,96.0482
10260,Université Ezzitouna,Institut Supérieur de Théologie de Tunis,Licence en Arts du Patrimoine Islamique,S,Sciences Expérimentales,87.1967,88.3918,101.23,107.485
10260,Université Ezzitouna,Institut Supérieur de Théologie de Tunis,Licence en Arts du Patrimoine Islamique,T,Sciences Techniques,,,,93.185
10260,Université Ezzitouna,Institut Supérieur de Théologie de Tunis,Licence en Arts du Patrimoine Islamique,I,Sciences Informatiques,,,,101.1816
10260,Université Ezzitouna,Institut Supérieur de Théologie de Tunis,Licence en Arts du Patrimoine Islamique,E,Économie et Gestion,86.7716,75.8532,82.5882,80.0251
10265,Université de La Manouba,ISAMM - Institut Supérieur des Arts Multimédia de La Manouba,Licence en Cinéma et Audiovisuel,L,Lettres,110.5899,117.1115,121.7018,104.1699
10265,Université de La Manouba,ISAMM - Institut Supérieur des Arts Multimédia de La Manouba,Licence en Cinéma et Audiovisuel,M,Mathématiques,111.2,123.8151,110.8699,113.0669
10265,Université de La Manouba,ISAMM - Institut Supérieur des Arts Multimédia de La Manouba,Licence en Cinéma et Audiovisuel,S,Sciences Expérimentales,139.2231,129.791,107.8436,108.455
10265,Université de La Manouba,ISAMM - Institut Supérieur des Arts Multimédia de La Manouba,Licence en Cinéma et Audiovisuel,T,Sciences Techniques,140.51,111.4084,107.3745,84.1521
10265,Université de La Manouba,ISAMM - Institut Supérieur des Arts Multimédia de La Manouba,Licence en Cinéma et Audiovisuel,I,Sciences Informatiques,125.6769,124.3073,99.8867,97.5571
10265,Université de La Manouba,ISAMM - Institut Supérieur des Arts Multimédia de La Manouba,Licence en Cinéma et Audiovisuel,E,Économie et Gestion,134.9003,109.9853,105.8444,99.5299
10301,Université de Tunis El Manar,Faculté de Droit et des Sciences Politiques de Tunis,Licence en Droit,L,Lettres,129.1437,127.835,128.9457,122.5525
10301,Université de Tunis El Manar,Faculté de Droit et des Sciences Politiques de Tunis,Licence en Droit,M,Mathématiques,145.325,139.4424,133.8945,105.4681
10301,Université de Tunis El Manar,Faculté de Droit et des Sciences Politiques de Tunis,Licence en Droit,S,Sciences Expérimentales,146.6275,149.5967,147.6279,126.575
10301,Université de Tunis El Manar,Faculté de Droit et des Sciences Politiques de Tunis,Licence en Droit,T,Sciences Techniques,119.5083,146.535,153.0742,97.6969
10301,Université de Tunis El Manar,Faculté de Droit et des Sciences Politiques de Tunis,Licence en Droit,I,Sciences Informatiques,121.4664,128.4696,119.091,148.5053
10301,Université de Tunis El Manar,Faculté de Droit et des Sciences Politiques de Tunis,Licence en Droit,E,Économie et Gestion,130.2404,105.9443,116.9885,106.4633
10301,Université de Tunis El Manar,Faculté de Droit et des Sciences Politiques de Tunis,Licence en Droit,SP,Sport,85.4366,104.5053,124.55,175.1911
10311,Université de Tunis,ISG - Institut Supérieur de Gestion de Tunis,Licence en Informatique de Gestion,M,Mathématiques,182.4243,169.11,173.3721,111.0019
10311,Université de Tunis,ISG - Institut Supérieur de Gestion de Tunis,Licence en Informatique de Gestion,S,Sciences Expérimentales,183.4622,176.8764,160.7461,159.4514
10311,Université de Tunis,ISG - Institut Supérieur de Gestion de Tunis,Licence en Informatique de Gestion,T,Sciences Techniques,186.1747,174.0195,189.6308,176.3788
10311,Université de Tunis,ISG - Institut Supérieur de Gestion de Tunis,Licence en Informatique de Gestion,I,Sciences Informatiques,167.6583,174.71,170.1728,156.9316
10311,Université de Tunis,ISG - Institut Supérieur de Gestion de Tunis,Licence en Informatique de Gestion,E,Économie et Gestion,168.0863,165.48,175.015,166.955
10312,Université de Tunis,ISG - Institut Supérieur de Gestion de Tunis,Licence en Sciences Économiques,M,Mathématiques,177.3311,138.87,147.8312,126.8111
10312,Université de Tunis,ISG - Institut Supérieur de Gestion de Tunis,Licence en Sciences Économiques,S,Sciences Expérimentales,166.905,166.7328,143.701,167.01
10312,Université de Tunis,ISG - Institut Supérieur de Gestion de Tunis,Licence en Sciences Économiques,E,Économie et Gestion,133.4879,137.8588,151.8651,143.7652
10318,Université de Tunis,ISG - Institut Supérieur de Gestion de Tunis,Licence en Sciences de Gestion,M,Mathématiques,175.4319,143.01,157.4024,104.2822
10318,Université de Tunis,ISG - Institut Supérieur de Gestion de Tunis,Licence en Sciences de Gestion,S,Sciences Expérimentales,180.7444,175.0413,144.575,154.375
10318,Université de Tunis,ISG - Institut Supérieur de Gestion de Tunis,Licence en Sciences de Gestion,T,Sciences Techniques,169.785,171.0288,119.4816,165.875
10318,Université de Tunis,ISG - Institut Supérieur de Gestion de Tunis,Licence en Sciences de Gestion,I,Sciences Informatiques,129.3684,153.5183,149.5646,148.4465
10318,Université de Tunis,ISG - Institut Supérieur de Gestion de Tunis,Licence en Sciences de Gestion,E,Économie et Gestion,162.665,154.7167,171.4461,164.6249
10346,Université de Carthage,INTES - Institut National du Travail et des Études Sociales de Tunis,Licence en Droit Social,L,Lettres,107.995,110.71,112.655,112.965
10346,Université de Carthage,INTES - Institut National du Travail et des Études Sociales de Tunis,Licence en Droit Social,E,Économie et Gestion,96.685,96.35,99.07,94.175
10347,Université de Carthage,INTES - Institut National du Travail et des Études Sociales de Tunis,Licence en Sciences du Travail,L,Lettres,106.2785,102.5334,102.44,105.9349
10347,Université de Carthage,INTES - Institut National du Travail et des Études Sociales de Tunis,Licence en Sciences du Travail,M,Mathématiques,110.18,116.595,121.665,
10347,Université de Carthage,INTES - Institut National du Travail et des Études Sociales de Tunis,Licence en Sciences du Travail,S,Sciences Expérimentales,131.44,123.335,118.3767,113.735
10347,Université de Carthage,INTES - Institut National du Travail et des Études Sociales de Tunis,Licence en Sciences du Travail,T,Sciences Techniques,118.665,127.74,91.7,107.7748
10347,Université de Carthage,INTES - Institut National du Travail et des Études Sociales de Tunis,Licence en Sciences du Travail,I,Sciences Informatiques,105.76,100.7602,107.92,105.29
10347,Université de Carthage,INTES - Institut National du Travail et des Études Sociales de Tunis,Licence en Sciences du Travail,E,Économie et Gestion,103.91,103.3151,106.455,104.3331
10355,Université de Carthage,INTES - Institut National du Travail et des Études Sociales de Tunis,Licence en Service Social,L,Lettres,109.19,105.05,109.835,111.245
10355,Université de Carthage,INTES - Institut National du Travail et des Études Sociales de Tunis,Licence en Service Social,E,Économie et Gestion,101.7666,102.49,105.62,96.1549
10360,Université de Gabès,Institut Supérieur des Études Technologiques en Communications de Tunis,Licence en Gestion des TIC,M,Mathématiques,148.445,152.555,156.47,127.195
10360,Université de Gabès,Institut Supérieur des Études Technologiques en Communications de Tunis,Licence en Gestion des TIC,S,Sciences Expérimentales,149.82,150.67,144.38,142.7
10360,Université de Gabès,Institut Supérieur des Études Technologiques en Communications de Tunis,Licence en Gestion des TIC,I,Sciences Informatiques,144.605,154.565,152.43,149.49
10360,Université de Gabès,Institut Supérieur des Études Technologiques en Communications de Tunis,Licence en Gestion des TIC,E,Économie et Gestion,140.195,141.845,149.175,149.2
10362,Université de La Manouba,ISD - Institut Supérieur de Documentation de Tunis,Licence en Gestion Électronique de l'Information et des Documents,L,Lettres,108.99,104.2095,108.8533,108.36
10362,Université de La Manouba,ISD - Institut Supérieur de Documentation de Tunis,Licence en Gestion Électronique de l'Information et des Documents,S,Sciences Expérimentales,100.3461,99.2467,106.2952,92.6148
10362,Université de La Manouba,ISD - Institut Supérieur de Documentation de Tunis,Licence en Gestion Électronique de l'Information et des Documents,T,Sciences Techniques,88.2027,80.9861,90.4567,86.9592
10362,Université de La Manouba,ISD - Institut Supérieur de Documentation de Tunis,Licence en Gestion Électronique de l'Information et des Documents,I,Sciences Informatiques,82.1976,82.7983,74.7872,74.2205
